x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,pred_deseada
24336.0,178.0,2.27415784926368,221.0,7.0,854.0,614.0,28.0,-0.5020542243526112,0.6522242595454725,23.696878407216317
,,,185.7,,1012.4,714.3,7.0,-0.4152879139008013,0.4126218408486237,22.389577584547673
255025.0,0.0,1.785329835010767,195.0,0.0,1030.0,630.0,28.0,-2.123895724309807,0.1422493686871962,35.545700407642855
139876.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,0.3613956055084139,0.5853543643967521,33.49383248522017
45186.0049,0.0,2.005995123054691,159.35,10.37,1003.8,903.79,14.0,-0.926930471578083,0.08565824959643054,21.024045718199503
63504.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,0.9382838059759977,0.1874119440975822,12.774551426486088
36229.3156,0.0,2.100990523069965,166.61,,1079.0,798.9,,0.5040465155178444,0.7374337687214856,18.33149001361135
63756.25,,0.0,185.7,0.0,1111.6,784.3,28.0,-0.4776574467651167,,24.674102201372378
,112.0,1.944482672150169,178.0,10.0,910.0,745.0,28.0,-1.359856140979919,0.8556960938375394,43.929987004620166
,0.0,0.0,192.0,0.0,879.0,825.0,3.0,0.5597904479310398,0.9671266152591704,16.193832056072115
52886.2009,0.0,2.076676845705643,195.47,4.63,,758.59,100.0,0.651391251305798,,34.63755965876097
180625.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,0.2961202770645761,0.1396512547563129,52.85041188297498
44944.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,1.271555094994159,0.8998333456872725,31.35525716947325
27225.0,0.0,2.178976947293169,182.0,12.0,1023.0,,28.0,,0.7660647765353026,21.771146241353364
63554.41,97.1,1.884228769632604,193.8,8.3,835.5,821.4,28.0,0.3934853854217496,0.3547712918359842,33.67009379692165
23104.0,,2.05307844348342,184.0,8.0,992.0,816.0,28.0,2.526932425873622,0.872753839566128,20.408946661339407
54667.1161,0.0,1.980367026184775,,4.567,947.04,852.16,56.0,0.214093744130204,0.3113076991560036,31.597911359157624
63186.8769,0.0,2.076531219253812,188.45,,,757.73,14.0,0.113517345251248,,22.372263463394972
83521.0,0.0,0.0,192.0,0.0,913.2,,,-1.211016199762457,0.2135113663106719,29.308517357054704
33819.21,122.6,0.0,,0.0,959.2,800.0,,-0.5245202662797737,0.9633944342135504,28.75770443904569
64516.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,0.725766623898692,0.9331133313435577,12.604337486784845
97781.29,0.0,0.0,178.1,8.0,999.7,822.2,28.0,-0.966976143129213,0.9076110025565549,37.17899646069297
20736.0,136.0,,178.0,7.0,941.0,774.0,28.0,-0.3077782349530008,0.5989785081772105,28.872733717713263
,,1.989761187718778,189.29,4.46,967.08,870.32,3.0,,0.3516226872396344,10.97416149725754
92416.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,-0.6017066122293969,,51.19336361046313
63660.3361,0.0,1.998912904358786,146.25,14.17,987.76,889.01,100.0,0.6241198170521551,0.2085105143573358,40.01085827779208
241081.0,26.0,2.093421685162235,201.0,3.93,822.0,,56.0,-0.5923939242388692,0.9430758377447076,47.257613309880135
19488.16,209.4,0.0,,0.0,1047.0,806.9,7.0,1.030999522495951,0.1697579050875407,10.184560237116232
19488.16,209.4,0.0,,0.0,1047.0,,180.0,,0.2106621890056666,42.59173423457125
,97.1,0.0,157.9,,852.1,,7.0,-0.420645322765359,0.6734324333249173,27.753052437100727
110889.0,0.0,,192.0,,931.2,842.6,90.0,-0.6039851867158206,0.246678864521623,41.022080090278635
,0.0,1.978226181674526,186.66,7.0,,847.01,56.0,-0.6533292325737119,0.1364397525567331,33.34400430400142
110556.25,142.5,0.0,,0.0,932.0,594.0,365.0,1.523029856408025,0.4626229567393163,44.62846429145935
131478.76,189.0,0.0,164.9,11.6,,755.8,3.0,0.9154021177020741,0.9866301229588469,26.143807625232228
20164.0,,2.117271295655764,174.0,,883.0,785.0,,0.3824097461840506,0.2126443763710961,25.703830255513672
68591.60999999999,110.5,1.940018155007663,,5.0,895.2,732.6,28.0,,0.6107800710757683,37.58806014559525
33138.56159999999,45.21,2.089799173036164,170.21,8.19,1059.4,780.65,14.0,-0.2081222503572752,0.09667644964671962,25.08356975515192
52886.2009,0.0,2.076676845705643,195.47,4.63,1029.4,758.59,14.0,0.570890510693167,0.04341253285481916,23.173307462367152
114921.0,0.0,0.0,185.0,0.0,1060.0,,28.0,0.09612077694098337,0.8190635138616561,27.705742601362438
161443.24,94.7,0.0,147.4,,,852.1,91.0,0.2766907993300191,0.9555236959549347,61.05250488454196
36358.86240000001,0.0,,162.14,7.77,1090.0,804.01,3.0,,0.6811178539649828,14.29599500052704
109561.0,170.0,,195.0,8.0,811.0,802.0,28.0,0.02874482293481749,0.7945782787001903,45.55531494231287
88684.84000000001,137.2,2.033021444682911,201.3,6.0,878.4,655.3,28.0,0.9246336829127688,0.4189477901874754,33.257167528562746
36100.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,-1.196206624080671,,46.22294792364307
44944.0,0.0,2.099611590392529,159.0,7.84,1085.4,799.54,14.0,-1.247783181964849,,24.33164393717599
45676.2384,98.05,1.40671045860979,181.71,6.86,1065.8,785.38,28.0,0.2164585895819749,,34.268077642865364
154449.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,-0.4622752887050425,0.5407937549855444,16.751984518785463
,0.0,0.0,193.0,0.0,968.0,,90.0,-0.5112156764311852,0.383832951933044,35.58069527696049
157609.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,-1.870791921025856,0.9580734801193802,27.439813161039375
82369.0,121.0,,188.0,9.0,904.0,696.0,,1.420504247989855,0.670732311905834,45.59281001772917
56406.25,,0.0,,0.0,932.0,594.0,180.0,0.1968612358691235,0.5148173539296902,41.313014004615326
145924.0,0.0,0.0,,0.0,1047.0,739.0,7.0,0.2221337716337128,0.4711678989328146,24.03856942882185
219961.0,117.2,0.0,137.8,32.2,852.1,840.5,,-0.2453881160028705,,66.11615725722051
56691.61,0.0,0.0,185.7,,1118.8,789.3,7.0,0.07156623721939247,0.6423255259052274,12.31834211527844
27889.0,75.4,2.225309281725863,164.03,7.91,1007.3,770.1,100.0,-0.1123280496908298,,45.7408927721847
,0.0,2.002597980719909,196.0,9.8,959.4,705.2,28.0,-0.5711789897827968,0.456236508955542,29.06354451973297
45582.25,0.0,2.243633244506138,159.21,11.66,1043.6,771.9,28.0,-2.067442100039877,0.038426348962325,28.840529404584228
,145.0,0.0,127.0,,1000.0,822.0,28.0,0.6454841811410754,0.06364090928664234,52.28382812886693
19488.16,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,-0.07201012158033385,0.6638045276218051,34.81393893030039
,0.0,1.992950960570447,160.6,11.83,973.9,,56.0,-0.5915713888358299,0.7552704204968079,42.37040571067263
,142.5,0.0,228.0,0.0,932.0,594.0,7.0,1.003532897892024,0.4746308757498139,27.76866981796426
37900.3024,0.0,2.006551609086648,165.62,7.48,1006.4,905.9,100.0,0.0582087184459999,0.1811493495346803,37.2584889392149
128881.0,19.0,,154.0,,942.0,801.0,7.0,0.2597225017214819,0.04317373579701167,33.30879799660543
198916.0,24.0,1.903089986991944,162.0,11.61,967.0,712.0,56.0,-0.9555404406004258,0.3819396396528959,51.649316206900004
122500.0,0.0,0.0,,,974.0,775.0,7.0,0.1848361236948739,0.7928544190338394,18.910591614661413
26244.0,190.1,2.173477643452995,,18.8,838.1,,28.0,,0.9550605114849889,27.048219604234717
47624.33289999999,54.64,,140.75,11.91,1075.7,,56.0,-0.1087601484568576,0.96582216115322,61.74963434298331
88804.0,137.0,2.03342375548695,201.0,6.0,878.0,655.0,28.0,0.1664522082130561,0.03318935456242622,33.933812266794625
74419.84000000001,181.9,0.0,,0.0,,714.3,7.0,0.3944521423782968,0.615985450260179,19.325254856701996
64516.0,,0.0,,0.0,968.0,863.0,90.0,,0.6425651995351915,35.68975875050412
45582.25,0.0,2.243633244506138,154.61,11.66,1052.3,775.48,56.0,0.8576596232020194,0.1748386272604125,44.366744548107185
122500.0,0.0,,203.0,0.0,,775.0,56.0,-0.5756378262377739,0.7979141596158941,35.15170420995248
18225.0,105.0,2.287801729930226,196.0,6.0,965.0,643.0,28.0,-0.0657502610729878,0.7026337730855163,23.558170380910383
,45.21,2.089799173036164,170.21,,,780.65,56.0,-0.5893647569442115,0.7561633288952461,40.954866964525294
291600.0,0.0,0.0,,0.0,1125.0,613.0,14.0,-0.9758732529773327,0.7756118509253275,44.29837659685254
180625.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,-1.415370742050414,0.2018534521229484,53.8409368073818
83174.55999999998,121.0,0.0,177.4,7.0,907.9,829.5,28.0,,0.5339674725477638,41.32974959761111
68068.80999999998,100.5,1.899273187317604,200.6,8.6,864.5,761.5,28.0,-1.022792565198406,0.5586423964504253,37.57979679588258
63504.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,1.255756125573521,0.4592651971732139,12.741403671138636
76756.7025,0.0,1.992950960570447,160.6,11.83,973.9,875.61,14.0,0.117327383308782,0.6235856880027597,26.802056559121652
40000.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,0.0557249122886946,0.1844762531336394,24.69441187739435
192721.0,177.0,,186.0,11.1,884.9,707.9,56.0,-1.191303497202649,0.6194903460096145,72.14299673525367
65025.0,,,192.0,0.0,889.8,945.0,3.0,-0.1556772353920795,0.9918099513493635,13.226443575837855
110556.25,142.5,0.0,228.0,0.0,932.0,594.0,270.0,0.6476885381006925,,41.797031339855685
109561.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,-0.5397596803093615,0.2013637821359744,30.06317549619178
44973.6849,0.0,2.088561311791215,180.31,5.69,1057.6,779.32,,0.5150476863060479,0.8059925497751581,20.69371721272124
84303.12250000001,0.0,1.987576894726987,168.08,9.41,961.18,865.0,3.0,0.6296288419236122,0.1524160133304174,16.1106908477331
24336.0,243.0,,180.0,11.0,1022.0,698.0,28.0,-0.6231405264247644,0.7884473432532987,33.963333147260066
29714.8644,13.61,2.238973949186045,156.76,4.14,1006.3,856.4,28.0,1.628615545571292,,20.25972893184674
103684.0,0.0,2.068185861746162,,10.0,818.0,,,,0.8583416767991209,31.047259350019168
30116.1316,50.05,2.241870088685619,164.77,6.47,,793.5,3.0,-1.124642091837869,0.1371097057289991,13.247113756947908
76729.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,2.445751979616826,0.5982252940637388,34.28873935704949
98596.0,145.0,2.056904851336473,179.0,8.0,869.0,690.0,28.0,0.7462535660272207,0.5214456890435895,38.946326670165604
76729.0,117.0,1.963787827345555,191.0,7.0,946.0,666.0,28.0,,0.0938572848233562,35.38362445834481
23286.76,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,1.797686526849523,0.1144876380659051,29.302761957076157
20967.04,0.0,2.129045059887958,180.8,11.1,,811.5,,0.1965211697014701,0.8025856795798129,14.941921086215329
17689.0,200.0,0.0,192.0,,927.4,,3.0,-0.5227230205190395,0.2253169299512351,10.483088478636212
87025.0,0.0,0.0,185.0,0.0,,769.0,7.0,-0.07443342910004629,0.440323418368349,17.188143291261568
76756.7025,0.0,1.992950960570447,,11.83,,875.61,28.0,1.277664895788425,0.08912443211601662,28.317423878429672
26961.64,0.0,2.303412070596742,181.2,,849.3,846.0,28.0,-0.6514180036144483,0.7239730554660938,18.857112438319092
149769.0,20.0,1.977723605288848,157.0,11.61,938.0,,7.0,-0.8612842013282637,0.6018815896363221,32.28228934324524
29714.8644,13.61,2.238973949186045,156.76,4.14,1006.3,856.4,14.0,0.9715709509543554,0.844357082739616,19.073185443076248
28520.4544,42.22,2.097777734539283,158.33,10.83,1080.8,796.15,100.0,0.8128621188389601,0.3993159158093081,42.06632672453432
62500.0,0.0,1.985381560231997,191.84,5.33,948.9,857.2,100.0,0.7575077100473051,,36.570274355875156
,0.0,2.08278537031645,212.0,10.0,,728.0,28.0,0.6818914896263114,0.09653447019544081,27.946303830843974
,0.0,0.0,173.0,0.0,1125.0,613.0,,2.632382064837391,0.5233296311947413,41.56312492819321
131478.76,189.0,0.0,164.9,11.6,944.7,755.8,7.0,1.88618590121053,0.8681422543775054,35.66529149726064
103684.0,149.0,0.0,186.0,8.0,,709.0,28.0,-0.5522230442809712,0.4603582712019263,41.98199584876846
39441.96,132.4,0.0,192.0,0.0,978.4,825.5,7.0,0.9312801191161986,0.5197739485560177,9.873406468074004
140625.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,0.7910319470430469,0.2156751523977172,60.99726963113308
87444.40409999999,0.0,1.985156921277057,171.54,,955.14,,14.0,-0.2176812032272203,0.7820280876703859,24.89691063438068
144400.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0,,0.6315602200925206,49.98910608632414
180625.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,-0.03582603910995154,0.2058412100367683,40.05976823870028
128881.0,19.0,2.152288344383057,154.0,10.91,942.0,801.0,56.0,0.6385924587773739,0.1317287734545619,47.951462652890406
182756.25,47.5,0.0,228.0,0.0,932.0,594.0,90.0,-1.478521990367427,,43.142423319817766
63186.8769,0.0,2.076531219253812,188.45,,1028.4,757.73,14.0,0.4621034742632708,0.3243337531153756,21.439392417507957
198916.0,24.0,1.903089986991944,162.0,11.61,967.0,712.0,7.0,3.078880808455238,0.2954447774774203,33.71856059657429
63408.2761,0.0,2.004063300397667,146.14,12.35,1006.0,899.76,3.0,1.305478807154329,0.2631125699108429,15.616496363376864
75663.5049,0.0,2.087603973687808,159.48,9.9,1053.6,777.5,28.0,-0.8254971967925115,0.7900304363070614,33.45255576589362
24649.0,236.0,0.0,192.0,0.0,935.4,781.2,,0.4442633114860398,0.9812970904972467,29.542681514346008
37900.3024,0.0,2.006551609086648,170.17,7.48,,901.8,14.0,-1.183258512665775,0.3758882851457693,14.992438888382381
106602.25,0.0,2.142702245737615,199.0,10.8,801.1,792.5,28.0,-0.2412360578563299,0.4820410581120825,33.02574400457979
23104.0,178.0,2.146128035678238,168.0,18.0,944.0,,28.0,-0.7677975651041284,0.06964114816240574,25.543539286271685
34670.44,124.1,0.0,185.7,,1083.4,764.3,7.0,0.8303358165442456,0.5882022669483905,8.962168467110903
40000.0,,0.0,192.0,0.0,965.4,806.2,28.0,-1.40846129636356,0.5612227882825249,27.506889072527116
,,1.998912904358786,146.25,14.17,987.76,889.01,56.0,,0.8514249577450957,43.16373680526341
104006.25,148.6,,185.8,8.5,951.0,,28.0,,,43.443012056272565
114921.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,,0.3342383186960608,38.44072938142664
24649.0,214.0,2.184691430817599,200.0,9.0,819.0,704.0,28.0,0.3772118750645209,0.6313075530919887,26.159172954745035
21844.84,175.1,0.0,171.2,,1000.0,828.5,28.0,,0.4218281785388314,31.10186327386882
,144.7,0.0,127.3,,999.7,,28.0,-0.6810516574748808,0.3452231428016921,56.19193948519984
,0.0,0.0,203.0,0.0,974.0,775.0,180.0,2.560084538268795,0.9150900684070432,36.04600026132715
60925.04890000001,0.0,2.10064620014548,143.3,11.99,1086.8,800.89,28.0,-0.8972543714858315,0.8174497084911916,26.68802787257799
92416.0,76.0,0.0,228.0,0.0,932.0,670.0,,-0.47917423784529,,43.122808921153734
78961.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,-0.7257438131534656,0.9092202058615602,25.927954502985603
47895.32249999999,0.0,2.097361444565494,158.49,11.33,1078.7,794.91,28.0,0.4979982912454498,0.6502010923981534,23.846140035527498
114176.41,189.0,,174.9,9.5,944.7,755.8,,-0.7020530938773524,,59.85383383117562
96100.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,-1.348185422105713,0.06227310588188562,16.191621314153544
149769.0,20.0,1.977723605288848,157.0,11.61,,845.0,3.0,-0.007972641316617372,,20.128981513680774
29714.8644,,2.238973949186045,156.76,4.14,,856.4,100.0,-0.6997255079925856,0.9565013982994801,33.3195541295447
36229.3156,0.0,2.100990523069965,,9.88,1088.1,802.59,100.0,-0.4853635478291035,0.6109809888509917,39.327335647727296
179776.0,22.0,2.123851640967086,168.0,8.92,822.0,750.0,7.0,-0.9075636620415979,0.8159469389686173,36.3248330780322
64516.0,0.0,0.0,198.0,0.0,968.0,863.0,,-0.7904744554453119,0.6361773647082327,23.974409106643662
27889.0,75.4,2.225309281725863,164.03,7.91,1007.3,770.1,14.0,1.368631557532349,0.4882411370217782,29.93892601782113
60925.04890000001,0.0,2.10064620014548,143.3,11.99,1086.8,800.89,56.0,0.07580455819372633,0.3806232934765801,41.207491627063746
26896.0,0.0,2.303196057420489,181.0,13.0,849.0,846.0,28.0,0.6329318177555108,0.86456360952267,17.11181590355962
21462.25,114.6,1.955687750313506,201.9,8.8,,829.5,28.0,,0.001565105191472904,20.709808702486605
29002.09,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,0.6327818661062848,0.6956181464968069,29.07798683525289
76834.29609999999,97.82,1.405858399317637,160.7,11.19,1061.7,782.46,14.0,-1.002529364637809,0.1463739921622491,40.40584065318911
198916.0,24.0,1.903089986991944,162.0,11.64,967.0,712.0,56.0,-1.606446320257573,0.2056872621955551,54.38521900591999
65025.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,-0.7968952554704768,0.761121537043158,26.18809998232536
81967.69,200.9,,144.7,11.2,1004.6,803.7,7.0,-1.918771215299041,0.9446142194740232,42.01666498517133
179776.0,22.0,2.123851640967086,168.0,,822.0,750.0,56.0,-0.5767713305683327,0.861369996363436,43.16231426094576
114921.0,,0.0,,0.0,968.0,781.0,90.0,0.8696059201056602,0.0585509292439792,44.895347662292124
,148.9,2.068185861746162,175.1,15.0,953.3,719.7,28.0,-0.2811002928859549,0.6865899134926068,38.555746142979174
179776.0,22.0,2.123851640967086,,8.48,822.0,750.0,28.0,-0.863990769679816,0.240692711832505,46.497755020906865
75663.5049,0.0,2.087603973687808,159.48,9.9,1053.6,777.5,3.0,0.9751197334177512,0.8680566901074503,16.197199161280345
63504.0,,1.886490725172482,194.0,8.0,835.0,821.0,28.0,-0.637739984251316,0.871204482263052,31.4035079886777
28520.4544,42.22,2.097777734539283,158.33,10.83,1080.8,796.15,3.0,0.3570154859650473,0.664911724487218,17.074404760338965
32898.7044,0.0,2.22533513181854,169.59,7.56,1055.6,777.8,,-0.1517850950355833,0.1753029423576596,21.45904165111
23963.04,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,0.2438007137711988,0.7435939161765598,25.571339368165127
31694.6809,129.8,2.077731179652392,179.94,3.57,,746.8,56.0,-0.9398797863273552,0.8951177407065364,43.98198484728067
44944.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,-1.081063327599897,0.1980976327597401,45.083986122623315
10404.0,,0.0,192.0,0.0,887.0,,3.0,-0.2688886905548306,0.7655128989911097,6.926772769376512
18144.09,0.0,2.221935599828005,180.2,10.0,961.0,804.9,28.0,-0.04015795064434341,0.08709276679577149,14.165278629612168
63186.8769,0.0,2.076531219253812,188.45,5.75,1028.4,757.73,56.0,-0.6002168771587947,0.6694869551981901,38.34256895355839
122500.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,-0.8583577801812136,0.5775933658811575,21.17496988929218
131478.76,189.0,0.0,164.9,11.6,,,28.0,-0.3220615162056756,0.6675933855635847,57.01248402071081
241081.0,,2.093421685162235,210.0,3.93,882.0,699.0,3.0,,0.2246156118438519,29.38513299904164
75625.0,180.0,,162.0,10.35,830.0,765.0,28.0,-0.4500654714792436,0.7693048936413398,58.6586808286316
128881.0,19.0,2.152288344383057,154.0,10.91,942.0,801.0,28.0,0.5705986685931593,0.6561618376810715,40.65895750239984
56644.0,0.0,0.0,185.0,0.0,1118.0,789.0,,0.1777010009332538,0.08346408498938329,21.852561050442652
98156.89000000001,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,,,42.75349110981463
84216.04,193.5,0.0,185.7,0.0,998.2,704.3,7.0,0.3384964074944141,0.3915256981778293,18.96578546932558
45693.3376,98.06,1.406880670049125,181.74,,1066.0,785.52,,0.1864543147694276,,32.171745356512275
23592.96,144.2,2.054229909863397,220.1,10.1,923.2,657.9,28.0,-0.2209641738296639,0.8211982825502265,21.079210835435884
36229.3156,,2.100990523069965,161.85,9.88,1088.1,802.59,14.0,0.7589692204932674,0.8842064633484078,24.801536154341733
20449.0,,2.15836249209525,191.0,8.0,967.0,643.0,28.0,1.382158991037527,0.9028949951919872,24.772026714831263
56667.80250000001,0.0,1.978226181674526,186.66,,949.91,847.01,3.0,-1.200296407055776,0.594476335186173,11.363125605056382
25217.44,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,1.167782061659807,0.0991780995872159,13.166262153163313
139876.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,-0.998354040738791,0.83704112524294,39.54195448452176
82944.0,121.0,0.0,177.0,7.0,908.0,,28.0,1.795877673095522,0.1107205933263157,43.268628476253866
36864.0,288.0,0.0,192.0,0.0,929.8,716.1,,1.503992988582689,0.7593982624179637,34.43141788234514
94249.0,,0.0,193.0,0.0,968.0,812.0,180.0,0.4714683571359957,0.785651618080232,32.608789870843886
151009.96,97.1,0.0,157.9,12.1,852.1,925.7,3.0,0.0917607765355023,,32.40669422748641
225625.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,-0.2916937497932768,0.909032520665641,34.13433217369929
30116.1316,50.05,2.241870088685619,,6.47,1006.2,793.5,56.0,-0.06267909727317188,0.06665204056068996,41.190585899638236
33138.56159999999,45.21,2.089799173036164,170.21,8.19,,780.65,3.0,-0.6226995198205938,0.5358276844730813,16.35836856099968
,95.0,0.0,228.0,0.0,932.0,594.0,7.0,-1.763040155362734,0.1308736607183498,30.18726776922732
